0.0	0.0	0.0	0.517115
0.03333	-0.0113004	-1.30534e-005	0.50966
0.06666	-0.0227519	-4.6463e-005	0.501998
0.09999	-0.0342898	-9.1505e-005	0.49421
0.13332	-0.0458492	-0.000139456	0.486381
0.16665	-0.0573655	-0.000181589	0.478595
0.19998	-0.0687738	-0.000209184	0.470938
0.23331	-0.0800094	-0.000213513	0.463494
0.26664	-0.0910076	-0.000185857	0.456351
0.29997	-0.101703	-0.00011749	0.449596
0.3333	-0.112032	3.12328e-007	0.443317
0.36663	-0.119471	0.000524225	0.440883
0.39996	-0.126928	0.00111489	0.438671
0.43329	-0.134367	0.00175693	0.436657
0.46662	-0.141752	0.00243496	0.434817
0.49995	-0.149044	0.0031336	0.433126
0.53328	-0.156208	0.00383747	0.431559
0.56661	-0.163208	0.0045312	0.430092
0.59994	-0.170006	0.0051994	0.4287
0.63327	-0.176566	0.00582671	0.427359
0.6666	-0.182851	0.00639772	0.426043
0.69993	-0.188825	0.00689708	0.424727
0.73326	-0.194451	0.0073094	0.423386
0.76659	-0.199692	0.0076193	0.421996
0.79992	-0.204283	0.00776904	0.420569
0.83325	-0.20703	0.00753691	0.419293
0.86658	-0.208228	0.0069873	0.418157
0.89991	-0.208423	0.00623225	0.417111
0.93324	-0.208162	0.00538383	0.416106
0.96657	-0.207993	0.00455409	0.415091
0.9999	-0.208461	0.00385508	0.414018
1.03323	-0.208324	0.00385508	0.414066
1.06656	-0.207969	0.00385507	0.414189
1.09989	-0.207484	0.00385507	0.414356
1.13322	-0.206956	0.00385507	0.414538
1.16655	-0.206471	0.00385507	0.414704
1.19988	-0.206116	0.00385507	0.414826
1.23321	-0.205978	0.00385507	0.414872
1.26654	-0.206145	0.00385507	0.414813
1.29987	-0.206702	0.00385507	0.414619
1.3332	-0.207737	0.00385507	0.41426
1.36653	-0.217946	0.0038551	0.410752
1.39986	-0.226352	0.00385513	0.407649
1.43319	-0.225235	0.00385512	0.407733
1.46652	-0.223888	0.00385512	0.407893
1.49985	-0.222334	0.00385511	0.408122
1.53318	-0.220595	0.00385511	0.408411
1.56651	-0.218697	0.0038551	0.408753
1.59984	-0.216661	0.0038551	0.409141
1.63317	-0.214512	0.00385509	0.409566
1.6665	-0.212273	0.00385509	0.410022
1.69983	-0.209967	0.00385508	0.410499
1.73316	-0.207619	0.00385507	0.410992
1.76649	-0.205251	0.00385507	0.411492
1.79982	-0.202887	0.00385506	0.41199
1.83315	-0.20055	0.00385505	0.412481
1.86648	-0.198264	0.00385505	0.412955
1.89981	-0.196052	0.00385504	0.413405
1.93314	-0.193938	0.00385504	0.413824
1.96647	-0.186432	0.00372528	0.417475
1.9998	-0.173108	0.00345904	0.424382
2.03313	-0.159421	0.00318555	0.431276
2.06646	-0.145475	0.00290688	0.438155
2.09979	-0.131373	0.0026251	0.445016
2.13312	-0.11722	0.00234228	0.451864
2.16645	-0.103118	0.0020605	0.458702
2.19978	-0.0891719	0.00178183	0.465541
2.23311	-0.0754851	0.00150834	0.472389
2.26644	-0.0621611	0.0012421	0.479252
2.29977	-0.0493037	0.000985186	0.486128
2.3331	-0.0370166	0.000739667	0.493014
2.36643	-0.0254035	0.000507612	0.499905
2.39976	-0.0145681	0.0002911	0.506795
2.43309	-0.00461409	9.21988e-005	0.513678
2.46642	0.00382293	-7.63893e-005	0.517115
2.49975	0.00796445	-0.000159144	0.517115
2.53308	0.00849541	-0.000169754	0.517115
2.56641	0.00669013	-0.000133681	0.517115
2.59974	0.00382294	-7.63893e-005	0.517115
2.63307	0.00116812	-2.33412e-005	0.517115
2.6664	0.0	0.0	0.517115
